ZVXX,1545179298,1545188696,78,321
XQER,1545179411,1545189178,60,-127
GVIB,1545184762,1545189643,54,935
ANAN,1545185724,1545189968,93,193
ZZB,1545185988,1545190527,39,-176
VWM,1545183406,1545191423,33,719
SWXU,1545187502,1545191709,66,968
Z,1545186569,1545192149,56,610
WMA,1545182858,1545192763,50,183
YT,1545191623,1545193255,55,-803
IB,1545184256,1545193483,38,-523
WO,1545188639,1545194102,37,-853
BJD,1545188327,1545194782,74,-97
T,1545186606,1545194826,56,-501
LPZD,1545186976,1545195593,13,-278
TES,1545186606,1545196162,80,309
A,1545194414,1545196895,23,-196
WM,1545196814,1545197258,43,376
HNBH,1545196261,1545198151,49,500
KTIZ,1545196599,1545199119,5,-161
JWXH,1545193722,1545199789,31,-916
S,1545192178,1545200156,2,788
BY,1545193374,1545200819,71,958
S,1545197118,1545201251,34,392
DL,1545197304,1545201251,86,-698
WEP,1545198103,1545201829,38,611
IWRZ,1545193053,1545202146,38,883
OF,1545192830,1545202272,19,424
AWW,1545202546,1545202837,53,923
ZWR,1545198238,1545202986,51,-143
DV,1545194386,1545203541,35,221
YUH,1545196432,1545203817,16,758
DHFB,1545200583,1545204811,21,36
JOM,1545201944,1545205565,77,110
C,1545203819,1545206052,62,-386
XY,1545198404,1545207022,90,434
FRX,1545198500,1545207125,94,365
GVF,1545201936,1545207526,77,-543
VL,1545199997,1545207914,31,202
CRQF,1545199860,1545208056,2,104
P,1545201819,1545208842,95,-532
OF,1545206260,1545209173,5,-266
I,1545201266,1545209587,44,730
TYTJ,1545204952,1545209718,53,395
YW,1545204008,1545209913,54,-185
LRQK,1545201484,1545210609,3,826
M,1545202286,1545210760,36,-926
KH,1545202085,1545211161,71,-906
O,1545206108,1545211271,41,-26
KLE,1545208264,1545211827,45,188
Y,1545209565,1545212492,32,88
WWY,1545211100,1545212688,55,-143
FGX,1545210423,1545213107,13,-467
E,1545208895,1545213673,40,276
N,1545206249,1545213897,48,-582
N,1545212715,1545214576,6,347
N,1545210245,1545214915,43,302
LUM,1545210465,1545215773,81,106
EYDA,1545212412,1545216015,29,-784
AUET,1545212987,1545216856,14,792
VMX,1545207350,1545216934,80,977
V,1545209705,1545217835,11,292
G,1545216821,1545217845,87,-642
UIVA,1545210401,1545218797,48,663
R,1545212155,1545218832,84,216
UY,1545214879,1545219696,37,-721
Q,1545219504,1545219988,16,13
GZY,1545213770,1545220369,44,226
EU,1545216182,1545220414,17,496
F,1545215686,1545220554,11,18
NKW,1545211469,1545220556,31,-672
TX,1545219829,1545220966,20,251
XIW,1545216968,1545221385,96,180
QD,1545212924,1545222346,37,-985
GTB,1545218642,1545222638,86,-405
ZZO,1545218212,1545223250,10,175
SAKQ,1545219852,1545223627,86,-955
BPY,1545216586,1545224010,99,-249
VBBY,1545219669,1545224277,81,-121
MJVP,1545220328,1545224880,57,-529
FM,1545223873,1545225077,10,-418
M,1545225240,1545225679,1,-45
IDML,1545226412,1545226585,61,-194
AB,1545220831,1545226626,94,72
OBSX,1545217381,1545226845,99,-505
CJX,1545221823,1545227676,43,-633
MUE,1545218533,1545227833,86,59
RGR,1545225276,1545228089,57,-605
WPZ,1545221085,1545228428,52,714
BZK,1545220181,1545228678,41,285
CMY,1545223604,1545228702,4,-787
FRWN,1545227655,1545228953,85,-318
ZI,1545222782,1545228970,82,-211
XX,1545228379,1545229946,9,-243
X,1545230618,1545230706,74,-831
V,1545226909,1545231191,14,-212
QSLF,1545230429,1545232172,78,-779
JMU,1545223895,1545232819,75,381
RO,1545228617,1545232945,23,-590
BY,1545224567,1545233665,13,-9
P,1545226076,1545233758,4,-795
GPTL,1545226149,1545233773,95,-366
T,1545224632,1545234596,45,283
GTDI,1545227072,1545235438,71,-328
LN,1545231495,1545235522,39,211
PI,1545228056,1545235849,54,300
P,1545233375,1545236424,64,35
JVAA,1545235218,1545236637,68,597
P,1545228127,1545237521,44,-326
KIY,1545227867,1545237651,59,-613
SZ,1545236573,1545238535,78,563
SSP,1545235448,1545239225,43,379
SWXU,1545237260,1545239460,30,-504
GL,1545236389,1545239978,93,-930
JYXW,1545239103,1545240678,91,-415
W,1545231164,1545240822,6,311
L,1545239256,1545241171,35,-884
ENVI,1545236372,1545241549,85,450
NEG,1545235234,1545242384,98,627
W,1545236681,1545243048,19,117
X,1545243403,1545243819,55,-208
TK,1545241733,1545244545,49,906
JG,1545242026,1545245269,77,-186
AY,1545236598,1545245313,25,-873
QNN,1545240280,1545245313,21,-761
IM,1545244616,1545246298,11,-30
RNO,1545239032,1545246806,49,-552
JPFS,1545240723,1545247113,95,-665
G,1545246978,1545247210,90,-844
L,1545238282,1545247721,58,-644
HID,1545244590,1545248514,13,-683
EPKQ,1545240480,1545248782,43,-131
PI,1545247539,1545249340,1,577
D,1545241992,1545250287,55,791
PNUJ,1545241499,1545250692,8,211
HT,1545245661,1545251669,14,859
DB,1545245850,1545251710,92,445
DPLJ,1545245298,1545251825,34,587
GWOE,1545250237,1545252302,52,-476
D,1545253077,1545253219,12,877
GTIQ,1545249929,1545253901,68,700
EDH,1545251618,1545254775,52,713
CYLB,1545248473,1545255442,50,969
CDI,1545253840,1545256414,29,-164
LOEC,1545251772,1545256708,75,305
VC,1545252887,1545256906,81,412
QX,1545252996,1545257869,20,373
IGG,1545249516,1545258513,8,-270
DZL,1545257974,1545259312,48,-320
HG,1545253056,1545260092,53,-203
FXQP,1545253473,1545260751,69,831
GRA,1545254499,1545260939,4,998
PXP,1545256397,1545261411,81,-56
CMEW,1545256565,1545261590,81,-567
K,1545259813,1545261662,92,843
GXIH,1545261677,1545261823,41,-847
E,1545253624,1545262318,42,557
JJ,1545254632,1545262553,28,477
RLN,1545253892,1545262553,8,-588
OYN,1545259643,1545262851,1,699
FI,1545254254,1545263128,32,-641
VL,1545255539,1545263602,77,384
NCQO,1545261465,1545263775,95,857
FRRK,1545263519,1545264377,4,494
OZ,1545262528,1545264764,8,274
R,1545263853,1545264970,71,794
VC,1545265733,1545265810,56,361
EDNH,1545260880,1545266417,24,847
DET,1545266656,1545266845,59,903
MHU,1545258522,1545267614,15,85
LZB,1545264961,1545267826,26,189
IND,1545259780,1545267880,68,922
QOJI,1545267330,1545268243,87,534
M,1545261731,1545268409,28,-729
OVYY,1545259955,1545268457,11,-5
DFTB,1545262457,1545268825,13,-537
V,1545259452,1545269122,18,-49
CLK,1545262192,1545269675,96,344
H,1545261718,1545270472,28,-449
B,1545269378,1545270809,82,-991
UCF,1545264580,1545270910,1,-26
X,1545269511,1545271272,76,537
XUS,1545264846,1545271689,45,24
TGU,1545262893,1545272085,40,-891
VKWU,1545265509,1545272502,60,-207
U,1545266916,1545272675,83,222
VWQ,1545264730,1545272900,12,984
ESSJ,1545263986,1545273564,68,-795
AV,1545264075,1545273941,20,-935
I,1545269764,1545274054,76,849
QT,1545267041,1545274472,76,223
HGGS,1545274582,1545274874,61,-542
VOSY,1545272247,1545275660,15,-441
JO,1545270624,1545276260,45,-671
PPWV,1545274355,1545276698,30,409
EK,1545272135,1545277129,57,-851
MI,1545269734,1545277873,91,-758
XCKC,1545277833,1545278355,51,-660
E,1545275537,1545278989,46,806
QXL,1545270664,1545279025,92,237
D,1545269826,1545279574,60,-525
IUC,1545275300,1545279758,6,191
R,1545276079,1545280660,54,-831
I,1545277321,1545281632,3,-582
GGS,1545281633,1545282179,29,-561
QDLZ,1545274486,1545282272,39,-717
PYVD,1545277073,1545282866,95,-294
LZ,1545281468,1545283635,67,-862
IP,1545273748,1545283671,91,558
DZ,1545275773,1545283847,37,-103
YX,1545276385,1545284451,71,374
TQP,1545278036,1545284945,38,-630
FJEY,1545284829,1545285350,91,232
D,1545280617,1545285673,19,-21
LTZU,1545278844,1545286428,96,-354
O,1545285567,1545286983,50,-646
NPDB,1545283194,1545287268,94,101
JSG,1545279369,1545288056,27,-641
EJS,1545279742,1545288134,49,-779
Y,1545288378,1545289118,30,966
J,1545283559,1545289789,88,526
U,1545282172,1545290635,39,584
A,1545289123,1545290988,20,-380
RF,1545290917,1545291985,37,-518
R,1545290036,1545292439,1,-222
VTX,1545290643,1545293355,85,684
UH,1545285389,1545293836,52,-84
RAB,1545289240,1545294498,19,430
ZCE,1545290628,1545295439,47,123
AI,1545289943,1545296330,18,-125
Q,1545290144,1545297207,6,951
UDLJ,1545291454,1545297637,49,-688
KVV,1545288245,1545298212,54,763
SOVK,1545292065,1545298720,74,-789
CPBM,1545289946,1545299192,65,426
OF,1545292494,1545300165,44,285
SO,1545299500,1545300442,41,-282
EV,1545293324,1545301217,54,-613
UXXZ,1545300924,1545301261,3,593
RNZ,1545292849,1545302206,59,-150
JJY,1545293470,1545302432,8,-145
Z,1545302845,1545303384,34,819
NC,1545302294,1545304047,85,-118
XT,1545298678,1545304528,19,697
M,1545304044,1545305247,55,-336
LMBH,1545296698,1545305685,85,520
JW,1545303966,1545305722,2,-191
V,1545305873,1545306103,98,-304
OLS,1545302355,1545306824,63,805
ZW,1545305849,1545307692,58,-689
WA,1545300558,1545308052,74,-872
Q,1545304684,1545308158,74,-77
AWNB,1545306230,1545308212,58,578
HLIN,1545307123,1545308699,45,905
PRPI,1545303147,1545309157,83,537
VCS,1545304580,1545309429,64,-556
XHKE,1545306540,1545309682,70,-424
DS,1545305643,1545309970,95,771
YTD,1545307163,1545310004,52,551
YH,1545301880,1545310527,84,298
MUON,1545303842,1545311238,63,791
NYYD,1545302884,1545311996,97,-152
LOI,1545305606,1545312617,52,-271
F,1545308375,1545313356,30,-943
JA,1545311371,1545313411,56,141
Q,1545312795,1545313584,7,486
J,1545307604,1545313991,99,200
I,1545307679,1545314505,80,-452
A,1545310294,1545314882,53,277
SDPT,1545307539,1545315214,16,-87
OSYE,1545309533,1545315238,81,369
ZX,1545313940,1545315745,7,340
SW,1545307940,1545316425,23,-386
BVAS,1545310363,1545317407,91,958
K,1545310524,1545317464,2,-947
PQ,1545311313,1545318060,92,618
Y,1545309249,1545318466,60,-86
XOS,1545311091,1545319302,31,-934
V,1545313419,1545319635,14,-132
J,1545317883,1545320163,22,599
D,1545312280,1545320791,18,304
L,1545315617,1545321121,79,-807
OGQQ,1545319350,1545321953,25,555
W,1545320284,1545322711,77,-570
VKH,1545318950,1545322872,88,-799
O,1545317704,1545323307,59,410
LK,1545319148,1545323675,12,-940
WSOZ,1545316792,1545324230,95,-543
SDPT,1545324211,1545324516,22,-875
CAM,1545320890,1545324589,36,-1000
GIA,1545320328,1545324874,1,595
NXX,1545315430,1545325110,8,-637
O,1545316237,1545325880,9,-925
WI,1545324860,1545326259,22,26
V,1545323379,1545326273,54,-92
ZDX,1545324633,1545326403,82,-891
EV,1545324426,1545326468,58,-716
QSQE,1545322920,1545327381,32,-175
YI,1545321300,1545327968,77,-128
DEDN,1545318839,1545328290,18,-80
DLKB,1545327737,1545329223,84,-757
D,1545321117,1545330219,55,-837
A,1545328801,1545330278,3,569
HSUT,1545327058,1545330844,94,-472
YFFO,1545323606,1545331777,81,-30
QRPA,1545326944,1545332124,11,-74
VJ,1545322314,1545332309,36,-223
WD,1545329611,1545333225,46,186
O,1545324292,1545333228,24,851
W,1545327219,1545333667,98,417
KDD,1545334592,1545334610,91,543
IPDV,1545331326,1545334726,36,661
DJ,1545327185,1545335204,9,376
O,1545327384,1545335263,63,-358
QRNC,1545326319,1545335467,35,-26
JSA,1545329744,1545335506,88,32
NUO,1545330895,1545336208,40,-923
DB,1545335528,1545336391,59,312
TQB,1545336928,1545336967,63,-216
UAK,1545329122,1545337168,55,248
FOVJ,1545337704,1545337819,66,796
R,1545331328,1545337847,43,-827
I,1545333818,1545338387,84,957
BO,1545335311,1545339333,5,-524
YNMW,1545338306,1545340306,97,947
ZU,1545337689,1545340506,95,-624
MXM,1545340504,1545340741,26,213
C,1545332775,1545341432,50,638
Y,1545335358,1545341963,50,926
MU,1545340456,1545342082,65,788
QB,1545335336,1545342881,32,12
F,1545342987,1545343332,69,329
OS,1545337135,1545344079,24,205
NAGV,1545342616,1545344595,24,556
J,1545335669,1545344676,23,634
RUAD,1545338002,1545344988,2,-668
CD,1545338752,1545345026,7,672
A,1545338410,1545345506,75,341
Q,1545344426,1545346162,83,601
LSW,1545342769,1545346999,89,12
SUZK,1545338638,1545347921,87,-826
DGI,1545343581,1545348819,50,839
VXFC,1545349362,1545349571,53,102
NZS,1545343379,1545349690,40,836
AD,1545346047,1545350496,56,-942
L,1545350763,1545351403,43,-715
Q,1545344291,1545352292,51,750
R,1545344887,1545352401,97,130
VSU,1545351229,1545353357,83,-905
V,1545347513,1545353992,29,640
J,1545353978,1545354198,98,58
WWY,1545351025,1545354675,84,874
ZCYP,1545354572,1545355509,36,-659
WHH,1545351327,1545356461,65,-282
E,1545350278,1545356829,83,-736
W,1545351303,1545357422,52,-935
C,1545349899,1545357681,61,176
QLJK,1545350350,1545358548,97,-218
HJ,1545350245,1545359292,4,-596
HF,1545351565,1545360155,66,-373
ET,1545350300,1545360277,92,898
TDX,1545358963,1545360827,84,18
AS,1545353199,1545361692,81,-154
FYWO,1545356912,1545361748,76,255
OPNB,1545356528,1545361880,26,289
NO,1545356178,1545362343,63,-640
AEQ,1545353580,1545363077,20,978
SOED,1545354818,1545363338,66,-197
P,1545354304,1545364019,47,2
CQ,1545364004,1545364914,61,-804
N,1545364358,1545365293,4,-105
BR,1545358492,1545365880,28,646
KSK,1545361286,1545366814,67,-296
VICR,1545361254,1545367729,82,-938
T,1545359706,1545367933,36,271
HI,1545367431,1545368094,76,590
QGY,1545368457,1545368466,53,-431
EX,1545359953,1545369107,75,-844
D,1545363925,1545369630,83,357
QMXT,1545366724,1545369758,12,-309
KVC,1545367341,1545370005,58,-488
OP,1545363262,1545370561,40,-474
P,1545361271,1545371081,49,185
TXK,1545371839,1545372014,38,149
C,1545364077,1545373013,74,-547
TL,1545363796,1545373646,68,156
Y,1545365004,1545374503,41,721
A,1545370442,1545374608,28,186
